public_category,root,mid_level,leaf
Outdoor Gear & Apparel,Expense,Shopping,Sporting Goods
Outdoor Gear (Australia),Expense,Shopping,Sporting Goods
Outdoor Gear (NZ/AU),Expense,Shopping,Sporting Goods
Outdoor Gear (Sustainable),Expense,Shopping,Sporting Goods
Premium Running (France),Expense,Shopping,Sporting Goods
Running & Meditation,Expense,Shopping,Sporting Goods
Skateboard Shop,Expense,Shopping,Sporting Goods
Sleeping Pads,Expense,Shopping,Sporting Goods
Sporting Goods,Expense,Shopping,Sporting Goods
Sporting Goods (Australia),Expense,Shopping,Sporting Goods
Sporting Goods (Canada),Expense,Shopping,Sporting Goods
Sporting Goods (EU),Expense,Shopping,Sporting Goods
Sporting Goods (France/Global),Expense,Shopping,Sporting Goods
Sporting Goods (Scandinavia),Expense,Shopping,Sporting Goods
Sporting Goods (Sweden),Expense,Shopping,Sporting Goods
Sporting Goods Retailer,Expense,Shopping,Sporting Goods
Sportswear Retailer (UK),Expense,Shopping,Sporting Goods
Sustainable Activewear,Expense,Shopping,Sporting Goods
Sustainable Casual,Expense,Shopping,Sporting Goods
Sustainable Outdoor,Expense,Shopping,Sporting Goods
Team Sports Equipment,Expense,Shopping,Sporting Goods
Tennis Equipment,Expense,Shopping,Sporting Goods
Tents & Camping,Expense,Shopping,Sporting Goods
Tents & Sleep,Expense,Shopping,Sporting Goods
Tents & Sleeping Bags,Expense,Shopping,Sporting Goods
Trail Running (UK),Expense,Shopping,Sporting Goods
Trail Running Apparel,Expense,Shopping,Sporting Goods
Travel & Outdoor Apparel,Expense,Shopping,Sporting Goods
Travel & Outdoor Gear (AU),Expense,Shopping,Sporting Goods
Travel Apparel,Expense,Shopping,Sporting Goods
Women's Running Apparel,Expense,Shopping,Sporting Goods
Zero-Drop Running Shoes,Expense,Shopping,Sporting Goods
Beauty Subscription Box,Expense,Subscriptions,Media & Lifestyle
Book Summary Service,Expense,Subscriptions,Media & Lifestyle
DVD/Video Software,Expense,Subscriptions,Media & Lifestyle
Digital Product Marketplace,Expense,Subscriptions,Media & Lifestyle
Direct-to-Consumer Cookware,Expense,Subscriptions,Media & Lifestyle
E-Book Reading Service,Expense,Subscriptions,Media & Lifestyle
News & Journalism Subscription,Expense,Subscriptions,Media & Lifestyle
Skincare Subscription,Expense,Subscriptions,Media & Lifestyle
Automotive Parts Manufacturer,Expense,Technology,Hardware
Radio Communications Equipment,Expense,Technology,Hardware
AI & Machine Learning,Expense,Technology,Software & SaaS
AI Content Generation,Expense,Technology,Software & SaaS
AI Image Generation,Expense,Technology,Software & SaaS
AI Photo Editor,Expense,Technology,Software & SaaS
AI Research,Expense,Technology,Software & SaaS
AI Writing Assistant,Expense,Technology,Software & SaaS
API Development,Expense,Technology,Software & SaaS
Accounting Software,Expense,Technology,Software & SaaS
All-in-One Doc,Expense,Technology,Software & SaaS
Animation Design Tool,Expense,Technology,Software & SaaS
Anti-Malware Software,Expense,Technology,Software & SaaS
Application Monitoring,Expense,Technology,Software & SaaS
Artificial Intelligence Research,Expense,Technology,Software & SaaS
Async Video Messaging,Expense,Technology,Software & SaaS
Blogging & CMS,Expense,Technology,Software & SaaS
Business Communication (Tencent),Expense,Technology,Software & SaaS
Business Software Suite,Expense,Technology,Software & SaaS
CAD & Design Software,Expense,Technology,Software & SaaS
CDN & Edge Computing,Expense,Technology,Software & SaaS
CDN & Security,Expense,Technology,Software & SaaS
CDN & Web Security,Expense,Technology,Software & SaaS
CRM & Cloud Platform,Expense,Technology,Software & SaaS
CRM & Marketing,Expense,Technology,Software & SaaS
CRM Platform,Expense,Technology,Software & SaaS
Cloud Computing,Expense,Technology,Software & SaaS
Cloud Computing (Amazon),Expense,Technology,Software & SaaS
Cloud Data Platform,Expense,Technology,Software & SaaS
Cloud Infrastructure,Expense,Technology,Software & SaaS
Cloud Platform,Expense,Technology,Software & SaaS
Cloud Security Platform,Expense,Technology,Software & SaaS
Cloud Storage,Expense,Technology,Software & SaaS
Cloud Storage & Collaboration,Expense,Technology,Software & SaaS
Code Hosting & Collaboration,Expense,Technology,Software & SaaS
Code Hosting (Atlassian),Expense,Technology,Software & SaaS
Collaboration (China),Expense,Technology,Software & SaaS
Collaboration Suite (ByteDance),Expense,Technology,Software & SaaS
Communication APIs,Expense,Technology,Software & SaaS
Communication Platform,Expense,Technology,Software & SaaS
Container Orchestration,Expense,Technology,Software & SaaS
Container Platform,Expense,Technology,Software & SaaS
Content Delivery Network,Expense,Technology,Software & SaaS
Creative & Document Software,Expense,Technology,Software & SaaS
Customer Data Platform,Expense,Technology,Software & SaaS
Customer Engagement,Expense,Technology,Software & SaaS
Customer Messaging,Expense,Technology,Software & SaaS
Customer Service Platform,Expense,Technology,Software & SaaS
Cybersecurity (Japan),Expense,Technology,Software & SaaS
Cybersecurity (Slovakia),Expense,Technology,Software & SaaS
Cybersecurity (UK),Expense,Technology,Software & SaaS
Cybersecurity Software,Expense,Technology,Software & SaaS
Data Analytics & Monitoring,Expense,Technology,Software & SaaS
Design Collaboration,Expense,Technology,Software & SaaS
Design Version Control,Expense,Technology,Software & SaaS
Design-to-Dev Handoff,Expense,Technology,Software & SaaS
DevOps Platform,Expense,Technology,Software & SaaS
Developer IDE (Microsoft),Expense,Technology,Software & SaaS
Developer IDEs,Expense,Technology,Software & SaaS
Developer Tools & IDEs,Expense,Technology,Software & SaaS
Diagramming Tool,Expense,Technology,Software & SaaS
Digital Art App (iPad),Expense,Technology,Software & SaaS
Digital Banking,Expense,Technology,Software & SaaS
Digital Experience Analytics,Expense,Technology,Software & SaaS
Document App (Apple),Expense,Technology,Software & SaaS
Domain & Hosting,Expense,Technology,Software & SaaS
Domain & Web Hosting,Expense,Technology,Software & SaaS
Domain & Web Hosting Provider,Expense,Technology,Software & SaaS
E-Commerce (WordPress),Expense,Technology,Software & SaaS
E-Commerce Email Marketing,Expense,Technology,Software & SaaS
E-Commerce Platform,Expense,Technology,Software & SaaS
Electronic Signature Platform,Expense,Technology,Software & SaaS
Email Delivery,Expense,Technology,Software & SaaS
Email Marketing,Expense,Technology,Software & SaaS
Email Marketing & CRM,Expense,Technology,Software & SaaS
Email Marketing (E-Commerce),Expense,Technology,Software & SaaS
Email for Creators,Expense,Technology,Software & SaaS
Encrypted Email Service,Expense,Technology,Software & SaaS
Endpoint Security,Expense,Technology,Software & SaaS
Enterprise Cloud Storage,Expense,Technology,Software & SaaS
Enterprise Software & Cloud,Expense,Technology,Software & SaaS
Enterprise Technology & Consulting,Expense,Technology,Software & SaaS
Financial Software (TurboTax/QB),Expense,Technology,Software & SaaS
Free Accounting,Expense,Technology,Software & SaaS
Frontend Cloud Platform,Expense,Technology,Software & SaaS
Graphic Design Platform,Expense,Technology,Software & SaaS
Growth Marketing Platform,Expense,Technology,Software & SaaS
HR & Finance Cloud Software,Expense,Technology,Software & SaaS
Image Editing Software,Expense,Technology,Software & SaaS
Incident Management,Expense,Technology,Software & SaaS
Infrastructure as Code,Expense,Technology,Software & SaaS
Interactive Design Tool,Expense,Technology,Software & SaaS
International Money Transfer,Expense,Technology,Software & SaaS
Invoicing & Accounting,Expense,Technology,Software & SaaS
Issue Tracking (Atlassian),Expense,Technology,Software & SaaS
Issue Tracking for Engineers,Expense,Technology,Software & SaaS
Job & Company Reviews,Expense,Technology,Software & SaaS
Job Posting Platform,Expense,Technology,Software & SaaS
Job Search Platform,Expense,Technology,Software & SaaS
Knowledge Graph App,Expense,Technology,Software & SaaS
Knowledge Management App,Expense,Technology,Software & SaaS
Long-Form Writing Software,Expense,Technology,Software & SaaS
Markdown Notes App,Expense,Technology,Software & SaaS
Marketing Analytics Platform,Expense,Technology,Software & SaaS
Minimalist Writing App,Expense,Technology,Software & SaaS
Monitoring & Analytics,Expense,Technology,Software & SaaS
Networked Note-Taking,Expense,Technology,Software & SaaS
Networking & IT Infrastructure,Expense,Technology,Software & SaaS
Newsletter & Publishing,Expense,Technology,Software & SaaS
Newsletter Platform,Expense,Technology,Software & SaaS
Newsletter Tool,Expense,Technology,Software & SaaS
No-Code App Builder,Expense,Technology,Software & SaaS
No-Code Mobile App Builder,Expense,Technology,Software & SaaS
No-Code Website Builder,Expense,Technology,Software & SaaS
Note-Taking App,Expense,Technology,Software & SaaS
Note-Taking Application,Expense,Technology,Software & SaaS
Online Graphic Design Platform,Expense,Technology,Software & SaaS
Online Payment Platform,Expense,Technology,Software & SaaS
P2P Bank Transfer,Expense,Technology,Software & SaaS
P2P Payment,Expense,Technology,Software & SaaS
P2P Payment & Banking,Expense,Technology,Software & SaaS
Password Manager,Expense,Technology,Software & SaaS
Payment & POS,Expense,Technology,Software & SaaS
Payment Processing,Expense,Technology,Software & SaaS
Photo Editing Software,Expense,Technology,Software & SaaS
Photo Editor (Mac),Expense,Technology,Software & SaaS
Photo Management,Expense,Technology,Software & SaaS
Product Analytics,Expense,Technology,Software & SaaS
Productivity & Notes,Expense,Technology,Software & SaaS
Productivity & Project Management,Expense,Technology,Software & SaaS
Productivity Suite,Expense,Technology,Software & SaaS
Professional Networking,Expense,Technology,Software & SaaS
Professional Networking Platform,Expense,Technology,Software & SaaS
Project Management,Expense,Technology,Software & SaaS
Project Management (Kanban),Expense,Technology,Software & SaaS
Prototyping Tool,Expense,Technology,Software & SaaS
Publishing Platform,Expense,Technology,Software & SaaS
Scheduling Platform,Expense,Technology,Software & SaaS
Screenwriting Software,Expense,Technology,Software & SaaS
Search Engine & Technology,Expense,Technology,Software & SaaS
Simple One-Page Websites,Expense,Technology,Software & SaaS
Smart Home & Garage Technology,Expense,Technology,Software & SaaS
Spreadsheet-Database Hybrid,Expense,Technology,Software & SaaS
Task Management App,Expense,Technology,Software & SaaS
Team Collaboration,Expense,Technology,Software & SaaS
Team Collaboration Software,Expense,Technology,Software & SaaS
Team Messaging,Expense,Technology,Software & SaaS
Team Messaging Platform,Expense,Technology,Software & SaaS
Team Wiki (Atlassian),Expense,Technology,Software & SaaS
Technology Platform,Expense,Technology,Software & SaaS
UI Design Tool,Expense,Technology,Software & SaaS
UI Design Tool (Mac),Expense,Technology,Software & SaaS
User Testing Platform,Expense,Technology,Software & SaaS
Vector Design Software,Expense,Technology,Software & SaaS
Video Conferencing,Expense,Technology,Software & SaaS
Video Conferencing (Cisco),Expense,Technology,Software & SaaS
Video Conferencing Platform,Expense,Technology,Software & SaaS
Video Editing (Apple),Expense,Technology,Software & SaaS
Video Editing Software,Expense,Technology,Software & SaaS
Virtual Office,Expense,Technology,Software & SaaS
Virtual Private Network,Expense,Technology,Software & SaaS
Virtualization Software,Expense,Technology,Software & SaaS
Visual Collaboration,Expense,Technology,Software & SaaS
Web Deployment Platform,Expense,Technology,Software & SaaS
Web Design Platform,Expense,Technology,Software & SaaS
Web Hosting,Expense,Technology,Software & SaaS
Website Analytics & Heatmaps,Expense,Technology,Software & SaaS
Website Builder,Expense,Technology,Software & SaaS
Website Builder Platform,Expense,Technology,Software & SaaS
Whiteboard (Figma),Expense,Technology,Software & SaaS
Whiteboard Tool,Expense,Technology,Software & SaaS
Wireframes & Flowcharts,Expense,Technology,Software & SaaS
Work Management Platform,Expense,Technology,Software & SaaS
Work Platform (Alibaba),Expense,Technology,Software & SaaS
Writing & Publishing Platform,Expense,Technology,Software & SaaS
Writing App (Mac/iOS),Expense,Technology,Software & SaaS
Cybersecurity & Antivirus,Expense,Technology,VPN & Privacy
Password Manager,Expense,Technology,VPN & Privacy
Virtual Private Network,Expense,Technology,VPN & Privacy
Auto Body Repair,Expense,Transportation,Car Service & Parts
Auto Detailing & Protection,Expense,Transportation,Car Service & Parts
Auto Glass Repair,Expense,Transportation,Car Service & Parts
Auto Paint & Collision,Expense,Transportation,Car Service & Parts
Auto Parts & Cycling (UK),Expense,Transportation,Car Service & Parts
Auto Parts & Service,Expense,Transportation,Car Service & Parts
Auto Parts & Service (Germany),Expense,Transportation,Car Service & Parts
Auto Parts (Germany),Expense,Transportation,Car Service & Parts
Auto Parts Retailer,Expense,Transportation,Car Service & Parts
Auto Repair,Expense,Transportation,Car Service & Parts
Auto Repair & Muffler,Expense,Transportation,Car Service & Parts
Auto Repair & Service,Expense,Transportation,Car Service & Parts
Auto Repair (Global),Expense,Transportation,Car Service & Parts
Auto Repair (UK),Expense,Transportation,Car Service & Parts
Auto Repair Chain,Expense,Transportation,Car Service & Parts
Auto Service (France),Expense,Transportation,Car Service & Parts
Auto Window Tinting,Expense,Transportation,Car Service & Parts
Automobile Dealer Service,Expense,Transportation,Car Service & Parts
Automobile Dealership,Expense,Transportation,Car Service & Parts
Automobile Manufacturer,Expense,Transportation,Car Service & Parts
Automobile Service Center,Expense,Transportation,Car Service & Parts
Brake & Auto Repair,Expense,Transportation,Car Service & Parts
Brake Repair Service,Expense,Transportation,Car Service & Parts
Car Wash,Expense,Transportation,Car Service & Parts
Car Wash & Gas,Expense,Transportation,Car Service & Parts
Car Wash Chain,Expense,Transportation,Car Service & Parts
Connected Car Service,Expense,Transportation,Car Service & Parts
Electric Vehicle Service,Expense,Transportation,Car Service & Parts
Oil Change,Expense,Transportation,Car Service & Parts
Oil Change & Auto,Expense,Transportation,Car Service & Parts
Oil Change & Auto Service,Expense,Transportation,Car Service & Parts
Oil Change Service,Expense,Transportation,Car Service & Parts
Paint Protection Film,Expense,Transportation,Car Service & Parts
Tire & Auto,Expense,Transportation,Car Service & Parts
Tire & Auto (Global),Expense,Transportation,Car Service & Parts
Tire & Auto Service,Expense,Transportation,Car Service & Parts
Tire & Auto Service (EU),Expense,Transportation,Car Service & Parts
Tire Manufacturer,Expense,Transportation,Car Service & Parts
Tire Manufacturer & Service,Expense,Transportation,Car Service & Parts
Tire Retailer,Expense,Transportation,Car Service & Parts
Transmission Repair,Expense,Transportation,Car Service & Parts
Convenience Store Gas,Expense,Transportation,Gas & Fuel
Gas & Convenience,Expense,Transportation,Gas & Fuel
Gas Station,Expense,Transportation,Gas & Fuel
Gas Station & Convenience,Expense,Transportation,Gas & Fuel
Gas Station & Convenience Store,Expense,Transportation,Gas & Fuel
Gas Station (Argentina),Expense,Transportation,Gas & Fuel
Gas Station (Asia-Pacific),Expense,Transportation,Gas & Fuel
Gas Station (Austria),Expense,Transportation,Gas & Fuel
Gas Station (Brazil),Expense,Transportation,Gas & Fuel
Gas Station (Chile),Expense,Transportation,Gas & Fuel
Gas Station (China),Expense,Transportation,Gas & Fuel
Gas Station (EU),Expense,Transportation,Gas & Fuel
Gas Station (France/Global),Expense,Transportation,Gas & Fuel
Gas Station (Germany),Expense,Transportation,Gas & Fuel
Gas Station (Germany/UK),Expense,Transportation,Gas & Fuel
Gas Station (Hungary),Expense,Transportation,Gas & Fuel
Gas Station (India),Expense,Transportation,Gas & Fuel
Gas Station (Indonesia),Expense,Transportation,Gas & Fuel
Gas Station (Italy),Expense,Transportation,Gas & Fuel
Gas Station (Japan),Expense,Transportation,Gas & Fuel
Gas Station (Korea),Expense,Transportation,Gas & Fuel
Gas Station (Kuwait/EU),Expense,Transportation,Gas & Fuel
Gas Station (Malaysia),Expense,Transportation,Gas & Fuel
Gas Station (Mexico),Expense,Transportation,Gas & Fuel
Gas Station (Poland),Expense,Transportation,Gas & Fuel
Gas Station (Portugal),Expense,Transportation,Gas & Fuel
Gas Station (Russia),Expense,Transportation,Gas & Fuel
Gas Station (Saudi),Expense,Transportation,Gas & Fuel
Gas Station (South Africa),Expense,Transportation,Gas & Fuel
Gas Station (Spain),Expense,Transportation,Gas & Fuel
Gas Station (Thailand),Expense,Transportation,Gas & Fuel
Gas Station (UAE),Expense,Transportation,Gas & Fuel
Gas Station (UK/EU),Expense,Transportation,Gas & Fuel
Grocery Store Gas,Expense,Transportation,Gas & Fuel
Truck Stop,Expense,Transportation,Gas & Fuel
Truck Stop & Travel Center,Expense,Transportation,Gas & Fuel
Wholesale Club Gas,Expense,Transportation,Gas & Fuel
Wholesale Club Gas Station,Expense,Transportation,Gas & Fuel
Atlanta Transit,Expense,Transportation,Public Transit
Bay Area Rapid Transit,Expense,Transportation,Public Transit
Berlin Transit,Expense,Transportation,Public Transit
Boston Transit Card,Expense,Transportation,Public Transit
California Toll,Expense,Transportation,Public Transit
Chicago Transit Card,Expense,Transportation,Public Transit
Commuter Rail (Chicago),Expense,Transportation,Public Transit
DC Metro Card,Expense,Transportation,Public Transit
Denmark Transit Card,Expense,Transportation,Public Transit
Denver Transit,Expense,Transportation,Public Transit
Electronic Toll Collection,Expense,Transportation,Public Transit
Florida Toll,Expense,Transportation,Public Transit
Hong Kong Transit,Expense,Transportation,Public Transit
Illinois Toll,Expense,Transportation,Public Transit
Japan Rail IC Card,Expense,Transportation,Public Transit
Korea Transit Card,Expense,Transportation,Public Transit
London Transit Card,Expense,Transportation,Public Transit
Massachusetts Transit,Expense,Transportation,Public Transit
Metropolitan Transit Authority,Expense,Transportation,Public Transit
Minneapolis Transit,Expense,Transportation,Public Transit
NYC Transit Tap-to-Pay,Expense,Transportation,Public Transit
Netherlands Transit,Expense,Transportation,Public Transit
Paris Transit Card,Expense,Transportation,Public Transit
Philadelphia Transit,Expense,Transportation,Public Transit
Portland Transit,Expense,Transportation,Public Transit
Public Transit Authority,Expense,Transportation,Public Transit
SF Bay Transit Card,Expense,Transportation,Public Transit
State Transit Authority,Expense,Transportation,Public Transit
Sydney Transit,Expense,Transportation,Public Transit
Taiwan Transit,Expense,Transportation,Public Transit
Texas Toll,Expense,Transportation,Public Transit
Tokyo Transit Card,Expense,Transportation,Public Transit
Toronto Transit Card,Expense,Transportation,Public Transit
Washington Toll,Expense,Transportation,Public Transit
Bike Share (Barcelona),Expense,Transportation,Rideshare
Bike Share (Boston),Expense,Transportation,Rideshare
Bike Share (Chicago),Expense,Transportation,Rideshare
Bike Share (China),Expense,Transportation,Rideshare
Bike Share (DC),Expense,Transportation,Rideshare
Bike Share (Germany),Expense,Transportation,Rideshare
Bike Share (Korea),Expense,Transportation,Rideshare
Bike Share (LA),Expense,Transportation,Rideshare
Bike Share (London),Expense,Transportation,Rideshare
Bike Share (Minneapolis),Expense,Transportation,Rideshare
Bike Share (NYC),Expense,Transportation,Rideshare
Bike Share (Paris),Expense,Transportation,Rideshare
Bike Share (SF),Expense,Transportation,Rideshare
Bike Share (Uber),Expense,Transportation,Rideshare
Car Rental,Expense,Transportation,Rideshare
Car Sharing (GM),Expense,Transportation,Rideshare
Carsharing,Expense,Transportation,Rideshare
Chauffeur Service,Expense,Transportation,Rideshare
Electric Scooter Rental,Expense,Transportation,Rideshare
Private Hire (UK),Expense,Transportation,Rideshare
Ride-Hailing & Multi-Service,Expense,Transportation,Rideshare
Ride-Hailing (Africa/EU),Expense,Transportation,Rideshare
Ride-Hailing (Brazil),Expense,Transportation,Rideshare
Ride-Hailing (China/Global),Expense,Transportation,Rideshare
Ride-Hailing (Europe),Expense,Transportation,Rideshare
Ride-Hailing (France),Expense,Transportation,Rideshare
Ride-Hailing (France/Africa),Expense,Transportation,Rideshare
Ride-Hailing (Global),Expense,Transportation,Rideshare
Ride-Hailing (India),Expense,Transportation,Rideshare
Ride-Hailing (Indonesia),Expense,Transportation,Rideshare
Ride-Hailing (Israel/UK),Expense,Transportation,Rideshare
Ride-Hailing (Korea),Expense,Transportation,Rideshare
Ride-Hailing (Latin Am/Greece),Expense,Transportation,Rideshare
Ride-Hailing (Middle East),Expense,Transportation,Rideshare
Ride-Hailing (Russia),Expense,Transportation,Rideshare
Ride-Hailing (Russia/Asia),Expense,Transportation,Rideshare
Ride-Hailing (SE Asia),Expense,Transportation,Rideshare
Ride-Hailing (Spain/Latin Am),Expense,Transportation,Rideshare
Ride-Hailing Service,Expense,Transportation,Rideshare
Scooter & Bike Share,Expense,Transportation,Rideshare
Scooter Share (EU),Expense,Transportation,Rideshare
Scooter Share (Germany),Expense,Transportation,Rideshare
Shared Ride Service,Expense,Transportation,Rideshare
Taxi App,Expense,Transportation,Rideshare
Parking Reservation App,Expense,Transportation,Tolls & Parking
Airline,Expense,Travel,Airlines
Airline (Australia),Expense,Travel,Airlines
Airline (Austria),Expense,Travel,Airlines
Airline (Brazil),Expense,Travel,Airlines
Airline (Canada),Expense,Travel,Airlines
Airline (China),Expense,Travel,Airlines
Airline (Colombia),Expense,Travel,Airlines
Airline (Egypt),Expense,Travel,Airlines
Airline (Finland),Expense,Travel,Airlines
Airline (Greece),Expense,Travel,Airlines
Airline (Indonesia),Expense,Travel,Airlines
Airline (Ireland),Expense,Travel,Airlines
Airline (Italy),Expense,Travel,Airlines
Airline (Kenya),Expense,Travel,Airlines
Airline (Korea),Expense,Travel,Airlines
Airline (Malaysia),Expense,Travel,Airlines
Airline (Morocco),Expense,Travel,Airlines
Airline (Panama),Expense,Travel,Airlines
Airline (Philippines),Expense,Travel,Airlines
Airline (Poland),Expense,Travel,Airlines
Airline (Portugal),Expense,Travel,Airlines
Airline (Saudi Arabia),Expense,Travel,Airlines
Airline (Scandinavia),Expense,Travel,Airlines
Airline (Switzerland),Expense,Travel,Airlines
Airline (Vietnam),Expense,Travel,Airlines
Commercial Airline,Expense,Travel,Airlines
Commercial Airline (Scandinavian),Expense,Travel,Airlines
Low-Cost (Indonesia),Expense,Travel,Airlines
Low-Cost (Philippines),Expense,Travel,Airlines
Low-Cost (Scandinavia),Expense,Travel,Airlines
Low-Cost (Vietnam),Expense,Travel,Airlines
Low-Cost Airline,Expense,Travel,Airlines
Low-Cost Airline (Asia),Expense,Travel,Airlines
Low-Cost Airline (India),Expense,Travel,Airlines
Low-Cost Airline (Spain),Expense,Travel,Airlines
Low-Cost Airline (UK),Expense,Travel,Airlines
Major Airline,Expense,Travel,Airlines
Major Airline (Africa),Expense,Travel,Airlines
Major Airline (Australia),Expense,Travel,Airlines
Major Airline (Canada),Expense,Travel,Airlines
Major Airline (China),Expense,Travel,Airlines
Major Airline (France),Expense,Travel,Airlines
Major Airline (Germany),Expense,Travel,Airlines
Major Airline (Hong Kong),Expense,Travel,Airlines
Major Airline (India),Expense,Travel,Airlines
Major Airline (Japan),Expense,Travel,Airlines
Major Airline (Korea),Expense,Travel,Airlines
Major Airline (Latin Am),Expense,Travel,Airlines
Major Airline (Netherlands),Expense,Travel,Airlines
Major Airline (Qatar),Expense,Travel,Airlines
Major Airline (Spain),Expense,Travel,Airlines
Major Airline (Thailand),Expense,Travel,Airlines
Major Airline (Turkey),Expense,Travel,Airlines
Major Airline (UAE),Expense,Travel,Airlines
Major Airline (UK),Expense,Travel,Airlines
Ultra-Low-Cost (Hungary),Expense,Travel,Airlines
Ultra-Low-Cost (Ireland),Expense,Travel,Airlines
Ultra-Low-Cost Airline,Expense,Travel,Airlines
Car Rental Company,Expense,Travel,Car Rental
All-Suite Hotel,Expense,Travel,Hotels & Lodging
Apartment Hotel,Expense,Travel,Hotels & Lodging
Backpacker Hostel (India),Expense,Travel,Hotels & Lodging
Boutique,Expense,Travel,Hotels & Lodging
Boutique (Detroit),Expense,Travel,Hotels & Lodging
Boutique Budget,Expense,Travel,Hotels & Lodging
Boutique Collection,Expense,Travel,Hotels & Lodging
Boutique Hostel/Hotel,Expense,Travel,Hotels & Lodging
Boutique Hotel,Expense,Travel,Hotels & Lodging
Boutique Hotel (Accor),Expense,Travel,Hotels & Lodging
Boutique Hotel (UK/Global),Expense,Travel,Hotels & Lodging
Boutique Hotel Chain,Expense,Travel,Hotels & Lodging
Boutique Hotels (London),Expense,Travel,Hotels & Lodging
Boutique Lifestyle Hotel,Expense,Travel,Hotels & Lodging
Budget Hotel,Expense,Travel,Hotels & Lodging
Budget Hotel (Accor),Expense,Travel,Hotels & Lodging
Budget Hotel (India),Expense,Travel,Hotels & Lodging
Budget Hotel (SE Asia),Expense,Travel,Hotels & Lodging
Budget Hotel (UK),Expense,Travel,Hotels & Lodging
Budget Hotel Chain (India/Global),Expense,Travel,Hotels & Lodging
Business Hotel (Japan),Expense,Travel,Hotels & Lodging
Capsule Hotel (Japan),Expense,Travel,Hotels & Lodging
Car Rental,Expense,Travel,Hotels & Lodging
Car Rental (EU),Expense,Travel,Hotels & Lodging
Car Rental (Germany/Global),Expense,Travel,Hotels & Lodging
Car Sharing Service,Expense,Travel,Hotels & Lodging
College-Town Boutique,Expense,Travel,Hotels & Lodging
Compact Luxury Hotel,Expense,Travel,Hotels & Lodging
Design Hostel Chain,Expense,Travel,Hotels & Lodging
Eco-Friendly Extended Stay,Expense,Travel,Hotels & Lodging
Eco-Luxury Hotel,Expense,Travel,Hotels & Lodging
Economy Hotel,Expense,Travel,Hotels & Lodging
Economy Hotel (Accor),Expense,Travel,Hotels & Lodging
Extended Stay,Expense,Travel,Hotels & Lodging
Extended Stay Hotel,Expense,Travel,Hotels & Lodging
Full-Service Hotel,Expense,Travel,Hotels & Lodging
Hotel & Members Club (London),Expense,Travel,Hotels & Lodging
Hotel Booking (Asia),Expense,Travel,Hotels & Lodging
Hotel Booking Platform,Expense,Travel,Hotels & Lodging
Hotel Chain,Expense,Travel,Hotels & Lodging
Hotel Chain (Economy),Expense,Travel,Hotels & Lodging
Hotel Chain (Japan),Expense,Travel,Hotels & Lodging
Hotel Chain (Scandinavia),Expense,Travel,Hotels & Lodging
Hotel Chain (Select-Service),Expense,Travel,Hotels & Lodging
Hotel Chain (Spain),Expense,Travel,Hotels & Lodging
Hotel Chain (Upscale),Expense,Travel,Hotels & Lodging
Hotel Price Comparison,Expense,Travel,Hotels & Lodging
Independent Luxury,Expense,Travel,Hotels & Lodging
Lifestyle Hotel,Expense,Travel,Hotels & Lodging
Lifestyle Hotel Brand,Expense,Travel,Hotels & Lodging
Lifestyle Luxury Hotel,Expense,Travel,Hotels & Lodging
Luxury Apartment Hotel,Expense,Travel,Hotels & Lodging
Luxury Boutique,Expense,Travel,Hotels & Lodging
Luxury Boutique Hotel,Expense,Travel,Hotels & Lodging
Luxury Collection,Expense,Travel,Hotels & Lodging
Luxury Hotel,Expense,Travel,Hotels & Lodging
Luxury Hotel & Train,Expense,Travel,Hotels & Lodging
Luxury Hotel (Accor),Expense,Travel,Hotels & Lodging
Luxury Hotel (India),Expense,Travel,Hotels & Lodging
Luxury Hotel (Japan),Expense,Travel,Hotels & Lodging
Luxury Hotel (UK),Expense,Travel,Hotels & Lodging
Luxury Hotel Brand,Expense,Travel,Hotels & Lodging
Luxury Hotel Chain,Expense,Travel,Hotels & Lodging
Luxury Lifestyle,Expense,Travel,Hotels & Lodging
Luxury Lifestyle Hotel,Expense,Travel,Hotels & Lodging
Luxury Resort,Expense,Travel,Hotels & Lodging
Luxury Resort Collection,Expense,Travel,Hotels & Lodging
Luxury Ryokan (Japan),Expense,Travel,Hotels & Lodging
Luxury Wellness Hotel,Expense,Travel,Hotels & Lodging
Luxury Wellness Resort,Expense,Travel,Hotels & Lodging
Members Club & Hotel,Expense,Travel,Hotels & Lodging
Midscale Hotel,Expense,Travel,Hotels & Lodging
Midscale Hotel (Accor),Expense,Travel,Hotels & Lodging
Online Travel Agency,Expense,Travel,Hotels & Lodging
Peer-to-Peer Car Rental,Expense,Travel,Hotels & Lodging
Peer-to-Peer Car Sharing,Expense,Travel,Hotels & Lodging
Premium Meeting Hotel,Expense,Travel,Hotels & Lodging
Resort Chain (Japan),Expense,Travel,Hotels & Lodging
Select-Service Hotel,Expense,Travel,Hotels & Lodging
Short-Term Rental Platform,Expense,Travel,Hotels & Lodging
Tech-Enabled Short Stay,Expense,Travel,Hotels & Lodging
Travel Booking (China),Expense,Travel,Hotels & Lodging
Travel Booking (India),Expense,Travel,Hotels & Lodging
Travel Booking (Latin Am),Expense,Travel,Hotels & Lodging
Ultra-Luxury (Japan),Expense,Travel,Hotels & Lodging
Ultra-Luxury Hotel,Expense,Travel,Hotels & Lodging
Ultra-Luxury Resort,Expense,Travel,Hotels & Lodging
Upscale Hotel,Expense,Travel,Hotels & Lodging
